"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Weapon.Used.Code","Weapon.Description","Status.Code","Status.Description","Crime.Code.1","Crime.Code.2","Crime.Code.3","Crime.Code.4","Address","Cross.Street","Location"
"7707",110906020,"02/09/2011","12/30/2010",1800,9,"Van Nuys",998,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","1300",NA,"M","W",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",668,NA,NA,NA,"13100    VENTURA                      BL","","(34.1456, -118.4184)"
"7708",111105681,"02/03/2011","12/30/2010",800,11,"Northeast",1171,956,"LETTERS, LEWD","1501",39,"F","W",710,"OTHER PREMISE",NA,"","AO","Adult Other",956,NA,NA,NA,"3000    CASTLE                       ST","","(34.0934, -118.2674)"
"7709",111106031,"02/10/2011","12/30/2010",100,11,"Northeast",1145,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",NA,"M","W",210,"RESTAURANT/FAST FOOD",NA,"","IC","Invest Cont",740,NA,NA,NA,"2400    FLETCHER                     DR","","(34.106, -118.2566)"
"7710",111204204,"01/04/2011","12/30/2010",900,12,"77th Street",1232,624,"BATTERY - SIMPLE ASSAULT","0416 0913 1309",52,"M","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"3600 W  59TH                         PL","","(33.9863, -118.3352)"
"7711",111305129,"01/18/2011","12/30/2010",800,13,"Newton",1383,354,"THEFT OF IDENTITY","0100 0377 0928 1822",45,"M","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"200 W  59TH                         ST","","(33.9869, -118.2761)"
"7712",111404452,"01/07/2011","12/30/2010",800,14,"Pacific",1459,354,"THEFT OF IDENTITY","0928",55,"M","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"11200    GREENLAWN                    AV","","(34.0011, -118.4037)"
"7713",111406683,"02/10/2011","12/30/2010",900,14,"Pacific",1465,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344",88,"F","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",341,NA,NA,NA,"11900    MCDONALD                     ST","","(33.99, -118.4093)"
"7714",111504381,"01/07/2011","12/30/2010",800,15,"N Hollywood",1525,354,"THEFT OF IDENTITY","0922 1822",50,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",354,NA,NA,NA,"11700    GILMORE                      ST","","(34.1875, -118.3877)"
"7715",111704105,"01/03/2011","12/30/2010",1,17,"Devonshire",1747,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",NA,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"16700    CHATSWORTH                   ST","","(34.2648, -118.4957)"
"7716",111704306,"01/06/2011","12/30/2010",900,17,"Devonshire",1782,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)","0930 1822",59,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",653,NA,NA,NA,"8700    SHIRLEY                      AV","","(34.2282, -118.5579)"
"7717",111704335,"01/07/2011","12/30/2010",800,17,"Devonshire",1707,354,"THEFT OF IDENTITY","0377 0923",60,"F","O",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"17200    ARYE                         PL","","(34.2996, -118.5086)"
"7718",111704562,"01/12/2011","12/30/2010",630,17,"Devonshire",1714,310,"BURGLARY","0344 1605",28,"M","O",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"18500    BRASILIA                     DR","","(34.2819, -118.5347)"
"7719",111705607,"01/31/2011","12/30/2010",900,17,"Devonshire",1772,649,"DOCUMENT FORGERY / STOLEN FELONY","1822",NA,"M","O",726,"POLICE FACILITY",NA,"","IC","Invest Cont",649,NA,NA,NA,"9400    PENFIELD                     AV","","(34.2403, -118.5696)"
"7720",111804027,"01/01/2011","12/30/2010",830,18,"Southeast",1802,310,"BURGLARY","0321",50,"F","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",310,NA,NA,NA,"200 W  88TH                         PL","","(33.9565, -118.2761)"
"7721",111804358,"01/07/2011","12/30/2010",1,18,"Southeast",1831,354,"THEFT OF IDENTITY","0377 0923 1822",18,"F","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"800 W  126TH                        ST","","(33.9183, -118.2896)"
"7722",111804559,"01/11/2011","12/30/2010",900,18,"Southeast",1844,354,"THEFT OF IDENTITY","0377 0930 1202",62,"M","B",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",354,NA,NA,NA,"500 E  IMPERIAL                     HY","","(33.9311, -118.2658)"
"7723",111905174,"01/18/2011","12/30/2010",800,19,"Mission",1944,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344 0603",30,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",440,NA,NA,NA,"10900    LAUREL CANYON                BL","","(34.2689, -118.4429)"
"7724",112104246,"12/31/2010","12/30/2010",900,21,"Topanga",2196,649,"DOCUMENT FORGERY / STOLEN FELONY","0924 1822",51,"M","X",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",649,NA,NA,NA,"4600    GALENDO                      ST","","(34.1511, -118.6025)"
"7725",120321638,"09/21/2012","12/30/2010",600,3,"Southwest",308,812,"CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060","0522 0913 0556",12,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",812,NA,NA,NA,"2100 S  UNION                        AV","","(34.0361, -118.2827)"
"7726",120321639,"09/21/2012","12/30/2010",600,3,"Southwest",308,237,"CHILD NEGLECT (SEE 300 W.I.C.)","0522 0913 0556",NA,"F","H",801,"MTA BUS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",237,NA,NA,NA,"2100 S  UNION                        AV","","(34.0361, -118.2827)"
"7727",120510986,"05/16/2012","12/30/2010",720,5,"Harbor",519,946,"OTHER MISCELLANEOUS CRIME","",23,"F","H",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",946,NA,NA,NA,"PACIFIC COAST","ALAMEDA","(33.7913, -118.2408)"
"7728",120806392,"02/27/2012","12/30/2010",1500,8,"West LA",827,354,"THEFT OF IDENTITY","0930 0935 0928 1822 0929",48,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",354,NA,NA,NA,"11600    SAN VICENTE                  BL","","(34.0537, -118.4622)"
"7729",130904813,"01/20/2013","12/30/2010",1200,9,"Van Nuys",914,354,"THEFT OF IDENTITY","0100 1822",29,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",354,NA,NA,NA,"14900    VANOWEN                      ST","","(34.1939, -118.4574)"
"7730",160130273,"12/29/2016","12/29/2016",505,1,"Central",163,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 0444 0429",35,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"300 W  8TH                          ST","","(34.0438, -118.2547)"
"7731",160130293,"12/29/2016","12/29/2016",1204,1,"Central",165,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325",23,"F","H",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",442,NA,NA,NA,"300 E  7TH                          ST","","(34.0433, -118.2488)"
"7732",160130295,"12/29/2016","12/29/2016",1100,1,"Central",105,210,"ROBBERY","0344 0302 0355 1309",59,"F","O",101,"STREET",102,"HAND GUN","IC","Invest Cont",210,NA,NA,NA,"BROADWAY","SOLANO","(34.071, -118.2302)"
"7733",160130302,"12/29/2016","12/29/2016",745,1,"Central",158,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0416",48,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"6TH","GLADYS                       AV","(34.0403, -118.2421)"
"7734",160130304,"12/29/2016","12/29/2016",1125,1,"Central",133,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",43,"F","W",210,"RESTAURANT/FAST FOOD",NA,"","IC","Invest Cont",740,NA,NA,NA,"300 W  2ND                          ST","","(34.0524, -118.2467)"
"7735",160130306,"12/29/2016","12/29/2016",1240,1,"Central",161,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325 2004",24,"M","H",404,"DEPARTMENT STORE",NA,"","IC","Invest Cont",442,NA,NA,NA,"700 S  FIGUEROA                     ST","","(34.0483, -118.2631)"
"7736",160130308,"12/29/2016","12/29/2016",1740,1,"Central",131,649,"DOCUMENT FORGERY / STOLEN FELONY","1402",NA,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","AA","Adult Arrest",649,998,NA,NA,"100 S  FIGUEROA                     ST","","(34.0569, -118.254)"
"7737",160130311,"12/29/2016","12/29/2016",40,1,"Central",162,624,"BATTERY - SIMPLE ASSAULT","0416",31,"F","H",503,"HOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"800 S  FLOWER                       ST","","(34.0473, -118.2601)"
"7738",160130312,"12/29/2016","12/29/2016",1615,1,"Central",192,850,"INDECENT EXPOSURE","0529 2004",27,"F","H",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",850,NA,NA,NA,"1300 S  GRAND                        AV","","(34.0389, -118.2643)"
"7739",160130317,"12/29/2016","12/29/2016",2045,1,"Central",147,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 1402 0400",46,"M","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",230,998,NA,NA,"WALL                         ST","WINSTON","(34.0455, -118.2452)"
"7740",160130318,"12/29/2016","12/29/2016",1728,1,"Central",158,626,"INTIMATE PARTNER - SIMPLE ASSAULT","2000 1813 0416",51,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"800 E  6TH                          ST","","(34.0408, -118.2428)"
"7741",160130320,"12/29/2016","12/29/2016",2030,1,"Central",156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 1814 0421 0319",NA,"M","B",516,"",207,"OTHER KNIFE","AA","Adult Arrest",230,998,NA,NA,"500    SAN JULIAN                   ST","","(34.0446, -118.245)"
"7742",160130323,"12/29/2016","12/29/2016",1800,1,"Central",185,330,"BURGLARY FROM VEHICLE","1307 1609 0344 1202",67,"M","O",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"1100 S  LOS ANGELES                  ST","","(34.0384, -118.2571)"
"7743",160130324,"12/29/2016","12/29/2016",1400,1,"Central",161,440,"THEFT PLAIN - PETTY ($950 & UNDER)","1202 0344",60,"M","O",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"7TH                          ST","FIGUEROA","(34.0499, -118.2614)"
"7744",160130326,"12/29/2016","12/29/2016",1230,1,"Central",146,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1300 1606 0344",32,"F","H",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",420,NA,NA,NA,"200 E  4TH                          ST","","(34.0473, -118.2462)"
"7745",160130332,"12/29/2016","12/29/2016",2200,1,"Central",161,480,"BIKE - STOLEN","0344",29,"M","W",102,"SIDEWALK",NA,"","IC","Invest Cont",480,NA,NA,NA,"700 S  FIGUEROA                     ST","","(34.0483, -118.2631)"
"7746",160130333,"12/29/2016","12/29/2016",2340,1,"Central",161,343,"SHOPLIFTING-GRAND THEFT ($950.01 & OVER)","0325",23,"F","H",404,"DEPARTMENT STORE",NA,"","AA","Adult Arrest",343,NA,NA,NA,"700 S  FIGUEROA                     ST","","(34.0483, -118.2631)"
"7747",160130334,"12/29/2016","12/29/2016",1300,1,"Central",152,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",35,"M","B",738,"LIBRARY",NA,"","IC","Invest Cont",440,NA,NA,NA,"600 W  5TH                          ST","","(34.0502, -118.254)"
"7748",160130335,"12/29/2016","12/29/2016",1930,1,"Central",152,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",41,"M","B",108,"PARKING LOT",NA,"","IC","Invest Cont",440,NA,NA,NA,"600 W  5TH                          ST","","(34.0502, -118.254)"
"7749",160130336,"12/29/2016","12/29/2016",2100,1,"Central",182,888,"TRESPASSING","1501",52,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",888,998,NA,NA,"1000 S  GRAND                        AV","","(34.043, -118.2606)"
"7750",160130340,"12/30/2016","12/29/2016",2230,1,"Central",143,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344 1822",53,"F","W",210,"RESTAURANT/FAST FOOD",NA,"","IC","Invest Cont",341,NA,NA,NA,"400 S  HILL                         ST","","(34.0503, -118.2504)"
"7751",160130345,"12/30/2016","12/29/2016",2230,1,"Central",156,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",59,"F","B",517,"",NA,"","IC","Invest Cont",440,NA,NA,NA,"500 S  SAN PEDRO                    ST","","(34.0437, -118.2455)"
"7752",160130352,"12/30/2016","12/29/2016",1700,1,"Central",162,480,"BIKE - STOLEN","0344 0397 0345",21,"M","H",102,"SIDEWALK",NA,"","IC","Invest Cont",480,NA,NA,NA,"800 W  8TH                          ST","","(34.0473, -118.2601)"
"7753",160130371,"12/30/2016","12/29/2016",2200,1,"Central",157,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",59,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",440,NA,NA,NA,"500 S  SAN PEDRO                    ST","","(34.0442, -118.2439)"
"7754",160130373,"12/29/2016","12/29/2016",1720,1,"Central",153,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325",44,"F","B",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",442,NA,NA,NA,"500 S  BROADWAY","","(34.0481, -118.2507)"
"7755",160130388,"12/30/2016","12/29/2016",2025,1,"Central",166,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",70,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","AO","Adult Other",745,NA,NA,NA,"600    WALL                         ST","","(34.0435, -118.2471)"
"7756",160201054,"12/30/2016","12/29/2016",2250,2,"Rampart",269,330,"BURGLARY FROM VEHICLE","1602 0344 0321",31,"M","O",707,"GARAGE/CARPORT",NA,"","IC","Invest Cont",330,NA,NA,NA,"700 S  BIXEL                        ST","","(34.0509, -118.2642)"
"7757",160222554,"12/29/2016","12/29/2016",200,2,"Rampart",257,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0319 0432",41,"M","H",701,"HOSPITAL",511,"VERBAL THREAT","AA","Adult Arrest",930,NA,NA,NA,"600    WITMER                       ST","","(34.0555, -118.2655)"
"7758",160222555,"12/29/2016","12/29/2016",200,2,"Rampart",257,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0319 0432",49,"M","H",701,"HOSPITAL",511,"VERBAL THREAT","IC","Invest Cont",930,NA,NA,NA,"600    WITMER                       ST","","(34.0555, -118.2655)"
"7759",160222556,"12/29/2016","12/29/2016",200,2,"Rampart",257,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0319 0432",53,"M","H",701,"HOSPITAL",511,"VERBAL THREAT","IC","Invest Cont",930,NA,NA,NA,"600    WITMER                       ST","","(34.0555, -118.2655)"
"7760",160222559,"12/29/2016","12/29/2016",200,2,"Rampart",203,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1307",15,"X","X",142,"DRIVE THRU*",NA,"","IC","Invest Cont",745,NA,NA,NA,"800 N  VERMONT                      AV","","(34.0858, -118.2917)"
"7761",160222564,"12/29/2016","12/29/2016",200,2,"Rampart",201,510,"VEHICLE - STOLEN","",15,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"MARIPOSA","MARATHON","(34.0856, -118.299)"
"7762",160222568,"12/29/2016","12/29/2016",200,2,"Rampart",218,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1206 2002 0411 0371 1402 0906",15,"M","H",101,"STREET",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",230,998,NA,NA,"1500 W  SUNSET                       BL","","(34.0759, -118.2553)"
"7763",160222569,"12/29/2016","12/29/2016",200,2,"Rampart",218,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1206 2002 0411 0371 1402 0906",23,"M","H",101,"STREET",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",230,998,NA,NA,"1500 W  SUNSET                       BL","","(34.0759, -118.2553)"
"7764",160222598,"12/29/2016","12/29/2016",1500,2,"Rampart",235,510,"VEHICLE - STOLEN","",15,"","",101,"STREET",NA,"","IC","Invest Cont",510,NA,NA,NA,"PARK VIEW","MIRAMAR","(34.0648, -118.2761)"
"7765",160222599,"12/29/2016","12/29/2016",1845,2,"Rampart",211,210,"ROBBERY","1100 0334 0302 0344 0450 0906",19,"M","H",101,"STREET",102,"HAND GUN","IC","Invest Cont",210,NA,NA,NA,"500 N  KENMORE                      AV","","(34.079, -118.2967)"
"7766",160222602,"12/30/2016","12/29/2016",1100,2,"Rampart",246,210,"ROBBERY","0945 0325",15,"X","X",242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",210,NA,NA,NA,"600 S  ALVARADO                     ST","","(34.0596, -118.2749)"
"7767",160222604,"12/30/2016","12/29/2016",1415,2,"Rampart",246,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0325",15,"X","X",242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",NA,"","IC","Invest Cont",442,NA,NA,NA,"600 S  ALVARADO                     ST","","(34.0596, -118.2749)"
"7768",160222612,"12/30/2016","12/29/2016",1,2,"Rampart",205,310,"BURGLARY","0314 0344",28,"M","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","AO","Adult Other",310,NA,NA,NA,"800 N  LAFAYETTE PARK               PL","","(34.0795, -118.2729)"
"7769",160222620,"12/30/2016","12/29/2016",2200,2,"Rampart",241,330,"BURGLARY FROM VEHICLE","0344 1607 0321",47,"M","A",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"6TH","LAFAYETTE PARK","(34.0636, -118.2839)"
"7770",160222630,"12/30/2016","12/29/2016",1625,2,"Rampart",261,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0344",57,"F","O",718,"MASSAGE PARLOR",NA,"","IC","Invest Cont",440,NA,NA,NA,"2400 W  8TH                          ST","","(34.0563, -118.281)"
"7771",160222634,"12/30/2016","12/29/2016",1745,2,"Rampart",241,330,"BURGLARY FROM VEHICLE","1609 0344",36,"M","A",101,"STREET",NA,"","IC","Invest Cont",330,NA,NA,NA,"6TH","OCCIDENTAL","(34.0657, -118.2825)"
"7772",160222638,"12/30/2016","12/29/2016",645,2,"Rampart",235,310,"BURGLARY","0344 1601",46,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",310,NA,NA,NA,"200 S  CORONADO                     ST","","(34.0679, -118.2766)"
"7773",160222642,"12/30/2016","12/29/2016",1000,2,"Rampart",295,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114","0329",40,"M","H",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",740,NA,NA,NA,"1700 S  BURLINGTON                   AV","","(34.0413, -118.2815)"
"7774",160222645,"12/30/2016","12/29/2016",1700,2,"Rampart",204,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","",15,"","",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"600    MALTMAN                      AV","","(34.0802, -118.2832)"
"7775",160222667,"12/31/2016","12/29/2016",2000,2,"Rampart",238,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329",31,"M","W",122,"VEHICLE, PASSENGER/TRUCK",NA,"","IC","Invest Cont",745,NA,NA,NA,"300    PATTON                       ST","","(34.0652, -118.2592)"
"7776",160222669,"12/31/2016","12/29/2016",2000,2,"Rampart",236,310,"BURGLARY","1602 0344",15,"X","X",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",310,NA,NA,NA,"2000    BEVERLY                      BL","","(34.066, -118.2689)"
"7777",160222674,"12/31/2016","12/29/2016",2100,2,"Rampart",241,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1607 0344 0358",34,"M","O",108,"PARKING LOT",NA,"","IC","Invest Cont",420,NA,NA,NA,"300 S  LAFAYETTE PARK               PL","","(34.0671, -118.2806)"
"7778",160222675,"12/31/2016","12/29/2016",1700,2,"Rampart",236,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344",53,"M","O",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"200 S  WESTLAKE                     AV","","(34.0648, -118.2696)"
"7779",160301131,"12/29/2016","12/29/2016",2313,3,"Southwest",362,753,"DISCHARGE FIREARMS/SHOTS FIRED","1402 1414 1100 1407",15,"M","O",103,"ALLEY",103,"RIFLE","IC","Invest Cont",753,998,NA,NA,"3900    POTOMAC                      AV","","(34.0151, -118.3472)"
"7780",160328251,"12/29/2016","12/29/2016",1540,3,"Southwest",355,900,"VIOLATION OF COURT ORDER","2000",41,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","AO","Adult Other",900,NA,NA,NA,"1900 W  JEFFERSON                    BL","","(34.0256, -118.312)"
"7781",160328184,"12/29/2016","12/29/2016",450,3,"Southwest",332,210,"ROBBERY","0906 0342 0330 0302 0334 0355 0916",37,"M","H",101,"STREET",101,"REVOLVER","AA","Adult Arrest",210,NA,NA,NA,"W  JEFFERSON                    BL","CRENSHAW                     BL","(34.0279, -118.343)"
"7782",160328192,"12/29/2016","12/29/2016",230,3,"Southwest",308,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 0443 1820",23,"F","H",101,"STREET",204,"FOLDING KNIFE","IC","Invest Cont",230,NA,NA,NA,"HOOVER                       ST","W  ADAMS                        BL","(34.0317, -118.284)"
"7783",160328203,"12/29/2016","12/29/2016",205,3,"Southwest",393,210,"ROBBERY","0342 1822 1218 0416 0429 0417 0344",61,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"CRENSHAW                     BL","VERNON                       AV","(34.0036, -118.3319)"
"7784",160328205,"12/29/2016","12/29/2016",715,3,"Southwest",333,440,"THEFT PLAIN - PETTY ($950 & UNDER)","0202 0344 1202",68,"M","B",403,"DRUG STORE",NA,"","IC","Invest Cont",440,NA,NA,NA,"3400    CRENSHAW                     BL","","(34.0278, -118.3378)"
"7785",160328222,"12/29/2016","12/29/2016",700,3,"Southwest",395,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 0432 1814 2000",24,"F","B",726,"POLICE FACILITY",511,"VERBAL THREAT","AA","Adult Arrest",930,NA,NA,NA,"1500 W  MARTIN LUTHER KING JR        BL","","(34.0109, -118.3062)"
"7786",160328228,"12/29/2016","12/29/2016",935,3,"Southwest",319,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0325 0104",18,"F","H",248,"CELL PHONE STORE",NA,"","IC","Invest Cont",341,NA,NA,NA,"2500 S  FIGUEROA                     ST","","(34.0288, -118.2756)"
"7787",160328229,"12/29/2016","12/29/2016",1030,3,"Southwest",337,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 1601",47,"M","H",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"2900 S  NORMANDIE                    AV","","(34.0291, -118.3002)"
